# Date:     2017-10-18 19:39:03
# Database: phot
# Target:   bul2
# Query:    Ngood>=100 and Ngood<=1000 and I>=14 and I<=16 and Isig>=.1 and Isig<=.3 and Imed<=I 
# Objects:  1411
# Columns:
# Field	StarID	StarCat	RA	Decl	Pgood	I	Isig	Imed	Imederr
BUL_SC44	100751	174907.63-300515.7	17.818787	-30.08769	61	15.966	0.149	15.962	0.013
BUL_SC38	155350	180108.17-293853.8	18.018936	-29.64829	86	15.967	0.106	15.966	0.015
BUL_SC44	138770	174919.46-293718.8	17.822073	-29.62189	79	15.967	0.167	15.964	0.013
BUL_SC7	89569	180840.53-315309.6	18.144592	-31.88600	59	15.968	0.101	15.943	0.017
BUL_SC10	415173	182024.63-221828.2	18.340175	-22.30783	96	15.968	0.161	15.921	0.011
BUL_SC44	91147	174917.82-301016.7	17.821616	-30.17131	82	15.968	0.115	15.965	0.013
BUL_SC3	782032	175401.53-293550.7	17.900426	-29.59740	95	15.970	0.142	15.963	0.015
BUL_SC40	175749	175101.87-333938.7	17.850519	-33.66076	42	15.970	0.153	15.966	0.017
BUL_SC31	454639	180237.93-284838.8	18.043869	-28.81078	97	15.971	0.109	15.948	0.012
BUL_SC35	284350	180427.39-280112.8	18.074275	-28.02021	78	15.971	0.115	15.919	0.015
BUL_SC42	383773	180910.00-265259.4	18.152779	-26.88318	95	15.973	0.113	15.950	0.011
BUL_SC21	491599	180033.82-291209.2	18.009394	-29.20255	67	15.974	0.115	15.943	0.017
BUL_SC17	556082	181128.50-262940.7	18.191251	-26.49464	97	15.975	0.109	15.961	0.012
BUL_SC21	388	180001.69-291906.9	18.000470	-29.31858	98	15.975	0.102	15.972	0.011
BUL_SC2	66426	180359.68-290148.7	18.066579	-29.03019	51	15.976	0.112	15.940	0.017
BUL_SC4	207388	175435.01-301044.2	17.909724	-30.17894	87	15.976	0.104	15.972	0.017
BUL_SC19	689250	180824.63-265823.6	18.140174	-26.97323	94	15.976	0.111	15.930	0.014
BUL_SC33	366690	180530.20-283008.6	18.091723	-28.50239	95	15.976	0.115	15.963	0.013
BUL_SC4	428379	175441.91-300122.2	17.911643	-30.02282	94	15.977	0.131	15.925	0.014
BUL_SC7	369250	180942.21-322509.2	18.161726	-32.41922	38	15.977	0.110	15.938	0.013
BUL_SC16	627555	181028.56-261151.8	18.174599	-26.19773	97	15.977	0.107	15.948	0.011
BUL_SC25	297641	175425.35-322823.4	17.907042	-32.47318	93	15.977	0.136	15.977	0.013
BUL_SC30	45480	180103.38-290312.7	18.017605	-29.05354	98	15.978	0.187	15.972	0.012
BUL_SC31	86088	180200.11-283841.7	18.033365	-28.64490	98	15.978	0.135	15.939	0.012
BUL_SC38	46262	180101.24-300919.4	18.017010	-30.15538	97	15.978	0.106	15.942	0.011
BUL_SC42	463213	180936.33-271739.9	18.160093	-27.29443	62	15.978	0.115	15.977	0.014
BUL_SC44	125085	174906.36-294728.4	17.818432	-29.79122	87	15.978	0.102	15.978	0.013
BUL_SC40	496363	175124.14-333359.8	17.856706	-33.56660	92	15.979	0.105	15.961	0.012
BUL_SC17	484089	181114.58-255803.3	18.187383	-25.96758	56	15.980	0.112	15.919	0.015
BUL_SC42	279808	180858.45-263510.1	18.149570	-26.58613	93	15.980	0.121	15.937	0.012
BUL_SC26	709726	174747.88-343701.7	17.796632	-34.61715	91	15.981	0.114	15.977	0.012
BUL_SC41	163373	175204.41-333026.0	17.867892	-33.50721	61	15.981	0.106	15.940	0.016
BUL_SC13	242098	181656.52-234532.7	18.282366	-23.75909	49	15.983	0.118	15.912	0.012
BUL_SC17	199729	181051.84-263406.9	18.181067	-26.56858	96	15.983	0.138	15.930	0.012
BUL_SC25	389411	175429.96-325023.5	17.908323	-32.83985	84	15.983	0.102	15.962	0.015
BUL_SC45	67803	180308.14-300812.2	18.052261	-30.13674	93	15.983	0.106	15.967	0.014
BUL_SC45	208161	180324.85-301543.3	18.056904	-30.26202	73	15.983	0.108	15.967	0.019
BUL_SC42	72548	180847.87-265323.1	18.146632	-26.88975	81	15.984	0.107	15.942	0.014
BUL_SC22	485312	175650.82-304358.5	17.947450	-30.73291	94	15.985	0.100	15.956	0.014
BUL_SC31	278293	180214.27-284334.4	18.037298	-28.72621	84	15.985	0.101	15.938	0.016
BUL_SC38	155629	180110.03-293632.9	18.019452	-29.60915	99	15.985	0.102	15.953	0.011
BUL_SC45	67789	180307.95-300817.8	18.052209	-30.13827	87	15.985	0.107	15.969	0.015
BUL_SC21	407818	180010.93-283543.6	18.003037	-28.59545	57	15.986	0.104	15.955	0.020
BUL_SC30	299691	180120.17-284905.8	18.022269	-28.81828	96	15.986	0.100	15.965	0.013
BUL_SC45	565240	180359.68-300018.5	18.066577	-30.00514	98	15.986	0.101	15.969	0.012
BUL_SC6	260457	180757.40-314030.0	18.132611	-31.67500	76	15.987	0.103	15.963	0.010
BUL_SC22	390183	175652.25-311214.4	17.947846	-31.20401	45	15.987	0.127	15.976	0.014
BUL_SC25	17762	175406.14-331224.9	17.901706	-33.20691	98	15.989	0.140	15.934	0.011
BUL_SC20	169822	175852.43-283506.6	17.981231	-28.58518	36	15.990	0.104	15.968	0.021
BUL_SC39	184345	175517.76-292708.9	17.921601	-29.45247	84	15.990	0.101	15.985	0.013
BUL_SC2	628305	180459.78-291601.0	18.083271	-29.26693	77	15.991	0.190	15.935	0.013
BUL_SC33	12939	180459.77-291601.0	18.083270	-29.26693	63	15.991	0.186	15.932	0.012
BUL_SC41	251	175137.01-333548.3	17.860281	-33.59675	54	15.991	0.113	15.939	0.015
BUL_SC19	666043	180825.84-270310.2	18.140511	-27.05282	97	15.992	0.194	15.921	0.012
BUL_SC33	278567	180515.14-285611.4	18.087539	-28.93651	94	15.992	0.103	15.975	0.013
BUL_SC42	242976	180859.34-265044.9	18.149817	-26.84580	97	15.992	0.101	15.986	0.012
BUL_SC37	599411	175259.33-294918.1	17.883147	-29.82168	85	15.993	0.100	15.941	0.016
BUL_SC39	503879	175539.92-294554.6	17.927757	-29.76515	98	15.993	0.133	15.979	0.012
BUL_SC4	601038	175502.31-300714.9	17.917307	-30.12081	77	15.994	0.111	15.936	0.015
BUL_SC22	188	175625.28-311526.3	17.940355	-31.25731	34	15.994	0.147	15.991	0.016
BUL_SC35	284359	180428.08-280107.7	18.074465	-28.01880	98	15.994	0.221	15.918	0.012
BUL_SC44	205634	174937.10-294713.8	17.826972	-29.78716	83	15.994	0.182	15.987	0.013
BUL_SC4	281437	175421.44-294734.8	17.905955	-29.79301	21	15.996	0.102	15.969	0.021
BUL_SC35	487646	180431.64-280013.4	18.075455	-28.00372	96	15.996	0.131	15.990	0.014
BUL_SC41	392089	175223.10-330155.7	17.873083	-33.03213	95	15.996	0.151	15.945	0.012
BUL_SC29	22853	174748.95-372159.4	17.796930	-37.36651	33	15.999	0.108	15.982	0.017
BUL_SC13	376790	181711.14-234721.9	18.286428	-23.78941	56	16.000	0.103	15.970	0.017
